id,user_handle,text,time,device,label,processed_text,labels_pred
746026900502487040,realDonaldTrump,Hillary Lies to Benghazi Families #CrookedHillary  https://t.co/YWd5lk5skG,2016-06-23 20:07:28,iphone,1,hillary lies benghazi families crookedhillary https : . co ywd5lk5skg,1
790923701193768960,realDonaldTrump,"As election looms, some bad news for Clinton, Democrats: https://t.co/7aWWVQPjTo",2016-10-25 17:31:19,iphone,1,"election looms , bad news clinton , democrats : https : . co 7awwvqpjto",1
790924363348541445,realDonaldTrump,#Obamacare premiums are about to SKYROCKET --- again. Crooked H will only make it worse. We will repeal &amp; replace! https://t.co/fY1REYV4rK,2016-10-25 17:33:57,iphone,1,obamacare premiums skyrocket - - - . crooked h make worse . repeal amp ; replace https : . co fy1reyv4rk,1
790925502911578112,realDonaldTrump,#Obamacare premiums to jump 25% next year: https://t.co/TCdHEdPQDG  Follow us: @politico on Twitter | Politico on Facebook,2016-10-25 17:38:29,iphone,1,obamacare premiums jump 25 next year : https : . co tcdhedpqdg follow us : politico twitter politico facebook,1
790925669937123328,realDonaldTrump,Key Obamacare premiums to jump 25% next year: https://t.co/TCdHEdPQDG,2016-10-25 17:39:09,iphone,1,key obamacare premiums jump 25 next year : https : . co tcdhedpqdg,1
790927104921767940,realDonaldTrump,Get out and vote! I am your voice and I will fight for you! We will make America great again! https://t.co/XXvLRlhSaz,2016-10-25 17:44:51,iphone,1,get vote voice fight make america great https : . co xxvlrlhsaz,1
790936027871477764,realDonaldTrump,#ObamacareFail https://t.co/Mb0YW1rg6g,2016-10-25 18:20:18,iphone,1,obamacarefail https : . co mb0yw1rg6g,1
790936360953716736,realDonaldTrump,#ObamacareFail https://t.co/5Zvsys8j5w,2016-10-25 18:21:37,iphone,1,obamacarefail https : . co 5zvsys8j5w,1
790948782288596992,realDonaldTrump,#ObamacareFail https://t.co/90Aixp25Oc,2016-10-25 19:10:59,iphone,1,obamacarefail https : . co 90aixp25oc,1
790951230906458113,realDonaldTrump,Obamacare is a disaster - as I've been saying from the beginning. Time to repeal &amp; replace!  #ObamacareFail https://t.co/5CvoMbVceT,2016-10-25 19:20:43,iphone,1,obamacare disaster - ' saying beginning . time repeal amp ; replace obamacarefail https : . co 5cvombvcet,1
756798838900396032,realDonaldTrump,"The Bernie Sanders supporters are furious with the choice of Tim Kaine, who represents the opposite of what Bernie stands for. Philly fight?",2016-07-23 13:31:18,android,0,"bernie sanders supporters furious choice tim kaine , represents opposite bernie stands . philly fight ?",0
756799923648102400,realDonaldTrump,"Tim Kaine is, and always has been, owned by the banks. Bernie supporters are outraged, was their last choice. Bernie fought for nothing!",2016-07-23 13:35:37,android,0,"tim kaine , always , owned banks . bernie supporters outraged , last choice . bernie fought nothing",0
756801575193042944,realDonaldTrump,"Pocahontas wanted V.P. slot so badly but wasn't chosen because she has done nothing in the Senate. Also, Crooked Hillary hates her!",2016-07-23 13:42:10,android,0,"pocahontas wanted v . p . slot badly ' chosen done nothing senate . also , crooked hillary hates",0
756804886038192128,realDonaldTrump,"Leaked e-mails of DNC show plans to destroy Bernie Sanders. Mock his heritage and much more. On-line from Wikileakes, really vicious. RIGGED",2016-07-23 13:55:20,android,0,"leaked e-mails dnc show plans destroy bernie sanders . mock heritage much . on-line wikileakes , really vicious . rigged",0
756864330054893568,realDonaldTrump,Crooked Hillary Clinton has destroyed jobs and manufacturing in Pennsylvania. Against steelworkers and miners. Husband signed NAFTA.,2016-07-23 17:51:32,android,0,crooked hillary clinton destroyed jobs manufacturing pennsylvania . steelworkers miners . husband signed nafta .,0
756866912848584704,realDonaldTrump,Funny that the Democrats would have their convention in Pennsylvania where her husband and her killed so many jobs. I will bring jobs back!,2016-07-23 18:01:48,android,0,funny democrats would convention pennsylvania husband killed many jobs . bring jobs back,0
756875689924694016,realDonaldTrump,Tim Kaine has been praising the Trans Pacific Partnership and has been pushing hard to get it approved. Job killer!,2016-07-23 18:36:41,android,0,tim kaine praising trans pacific partnership pushing hard get approved . job killer,0
756883131685273605,realDonaldTrump,I will bring jobs back and get wages up. People haven't had a real wage increase in almost twenty years. Clinton killed jobs!,2016-07-23 19:06:15,android,0,bring jobs back get wages . people ' real wage increase almost twenty years . clinton killed jobs,0
756952917152784384,realDonaldTrump,Just saw Crooked Hillary and Tim Kaine together. ISIS and our other enemies are drooling. They don't look presidential to me!,2016-07-23 23:43:33,android,0,saw crooked hillary tim kaine together . isis enemies drooling . ' look presidential,0
756962332228612096,realDonaldTrump,"The Wikileaks e-mail release today was so bad to Sanders that it will make it impossible for him to support her, unless he is a fraud!",2016-07-24 00:20:58,iphone,1,"wikileaks e-mail release today bad sanders make impossible support , unless fraud",0
756973646216884225,realDonaldTrump,Thank you to everyone for the wonderful reviews of my speech on Thursday night. From the heart!,2016-07-24 01:05:55,android,0,thank everyone wonderful reviews speech thursday night . heart,0
756974970312462336,realDonaldTrump,"""@OliMauritania: @realDonaldTrump Kaine supported the stupidest deal in the history of deals https://t.co/0FFeKTsuJn #HillaryKaine2016""",2016-07-24 01:11:11,android,0,""" olimauritania : realdonaldtrump kaine supported stupidest deal history deals https : . co 0ffektsujn hillarykaine2016 """,0
756975589110779904,realDonaldTrump,"""@NancyNielsenn: @realDonaldTrump Dinesh D'Sousa Hillary's America. see it""",2016-07-24 01:13:39,android,0,""" nancynielsenn : realdonaldtrump dinesh ' sousa hillary ' america . see """,0
757012114460569604,realDonaldTrump,#MakeAmericaGreatAgain #TrumpPence16 https://t.co/gCzHX1nyxD,2016-07-24 03:38:47,iphone,1,makeamericagreatagain trumppence16 https : . co gczhx1nyxd,1
662559770398838784,realDonaldTrump,"""@keksec_org: @realDonaldTrump Ivanka said it and you said it too, you'll be great for women. #MakeAmericaGreatAgain""",2015-11-06 11:18:53,android,0,""" keksec_org : realdonaldtrump ivanka said said , ' great women . makeamericagreatagain """,0
662560463037841408,realDonaldTrump,"""@SoCal4Trump: Wow @megynkelly. You openly LIE about who's ahead in the GOP race. Trump is LEADING in 99% of polls. Shameful... #StopTheLies",2015-11-06 11:21:38,android,0,""" socal4trump : wow megynkelly . openly lie ' ahead gop race . trump leading 99 polls . shameful ... stopthelies",0
662562140511985664,realDonaldTrump,A great honor to easily finish FIRST in the @FoxNews poll tabulation even though some of my best polls were not used in determining winner!,2015-11-06 11:28:18,android,0,great honor easily finish first foxnews poll tabulation even though best polls used determining winner,0
662563472060850177,realDonaldTrump,"""@DeeMcNa: @FoxNews Silent majority did not try to kill their mothers, like Ben Carson, but wants America rebuilt by only one capable:TRUMP""",2015-11-06 11:33:36,android,0,""" deemcna : foxnews silent majority try kill mothers , like ben carson , wants america rebuilt one capable : trump """,0
662564112581414913,realDonaldTrump,"""@Rick_Saphire: @greta Interesting presidential race; Carson tries to beat his mom with a hammer, and @realDonaldTrump beats Carson polls.",2015-11-06 11:36:08,android,0,""" rick_saphire : greta interesting presidential race ; carson tries beat mom hammer , realdonaldtrump beats carson polls .",0
662564576265953280,realDonaldTrump,"""@Rick_Sa: @greta Interesting presidential race; Carson tries to beat his mom with a hammer, and @realDonaldTrump beats Carson in the polls!",2015-11-06 11:37:59,android,0,""" rick_sa : greta interesting presidential race ; carson tries beat mom hammer , realdonaldtrump beats carson polls",0
662567885051699200,realDonaldTrump,"""@reganharycki: @realDonaldTrump it's about time we find a republican that can take on the democrats! https://t.co/lfI1rUjWRV""",2015-11-06 11:51:08,android,0,""" reganharycki : realdonaldtrump ' time find republican take democrats https : . co lfi1rujwrv """,0
662568726282268673,realDonaldTrump,"""@GrundleMan27: Marco Rubio can't even handle his own credit card how is he going to be able to handle the U.S. finances #trump""",2015-11-06 11:54:28,android,0,""" grundleman27 : marco rubio ' even handle credit card going able handle u . . finances trump """,0
662569633258541056,realDonaldTrump,"""@AliceEngle3: @realDonaldTrump-huge lead in Reuters National poll https://t.co/afdvXHzvIx""",2015-11-06 11:58:05,android,0,""" aliceengle3 : realdonaldtrump-huge lead reuters national poll https : . co afdvxhzvix """,0
662569952126349312,realDonaldTrump,"""@rhinostate: .@realDonaldTrump @GrundleMan27 Rubio is a Manchurian Candidate. People will own him if he ever became president.""",2015-11-06 11:59:21,android,0,""" rhinostate : . realdonaldtrump grundleman27 rubio manchurian candidate . people ever became president . """,0
662599915596554240,realDonaldTrump,Florida Ethics Commission Advocate comes down hard on Rubio. So do two people who worked with him. Said he used the wrong credit card! Sure.,2015-11-06 13:58:25,android,0,florida ethics commission advocate comes hard rubio . two people worked . said used wrong credit card sure .,0
662600422339780608,realDonaldTrump,Will be interviewed on @MariaBartiromo on @FoxBusiness at 7:25 this morning! Enjoy.,2015-11-06 14:00:25,android,0,interviewed mariabartiromo foxbusiness 7 : 25 morning enjoy .,0
662604464830988288,realDonaldTrump,"Such bad reporting: A puff piece on Ben Carson in the @nytimes states that Carson ""is trying to solidify his lead."" But I am #1, easily! Sad",2015-11-06 14:16:29,android,0,"bad reporting : puff piece ben carson nytimes states carson "" trying solidify lead . "" 1 , easily sad",0
662606063624032257,realDonaldTrump,"With Ben Carson wanting to hit his mother on head with a hammer, stabb a friend and Pyramids built for grain storage - don't people get it?",2015-11-06 14:22:50,android,0,"ben carson wanting hit mother head hammer , stabb friend pyramids built grain storage - ' people get ?",0
662619382808489984,realDonaldTrump,"Carson now admits his friend named ""Bob,"" who he tried to stabb (Bob was saved by his belt buckle!), no longer exists as Bob. Wrong name!",2015-11-06 15:15:46,android,0,"carson admits friend named "" bob , "" tried stabb ( bob saved belt buckle ) , longer exists bob . wrong name",0
662632599962173440,realDonaldTrump,"With Ben Carson wanting to hit his mother on head with a hammer, stab a friend and Pyramids built for grain storage - don't people get it?",2015-11-06 16:08:17,iphone,1,"ben carson wanting hit mother head hammer , stab friend pyramids built grain storage - ' people get ?",0
651245719190437888,realDonaldTrump,"""@CASuperrunner: @cu_mr2ducks @FoxNews @foxnewspolitics  Trump talked about this weeks ago as a possibility .... this is not Rubio's idea""",2015-10-06 07:00:53,android,0,""" casuperrunner : cu_mr2ducks foxnews foxnewspolitics trump talked weeks ago possibility ... . rubio ' idea """,0
651350101823221760,realDonaldTrump,I will be interviewed on @CNN New Day at 7:03 A.M. Enjoy!,2015-10-06 13:55:40,android,0,interviewed cnn new day 7 : 03 . . enjoy,0
651359165349281792,realDonaldTrump,"""@LarrySchweikart: @peddoc63 @RickCanton @realDonaldTrump @marcorubio Funny. The Donald living rent-free in lil Marco's head""",2015-10-06 14:31:41,android,0,""" larryschweikart : peddoc63 rickcanton realdonaldtrump marcorubio funny . donald living rent-free lil marco ' head """,0
651359196563251200,realDonaldTrump,"""@Karentalk: @CNNPolitics @realDonaldTrump Stop interrupting Trump..Please..He is CORRECT ON EVERYTHING..""",2015-10-06 14:31:48,android,0,""" karentalk : cnnpolitics realdonaldtrump stop interrupting trump . . please . . correct everything . . """,0
651359270353698816,realDonaldTrump,"""@LindaRicker6: My choice @realDonaldTrump just finished a great interview on CNN. Pathetic questions from Cuomo but Trump cleared the air.""",2015-10-06 14:32:06,android,0,""" lindaricker6 : choice realdonaldtrump finished great interview cnn . pathetic questions cuomo trump cleared air . """,0
651359481864036352,realDonaldTrump,"""@AngelaDale143: @realDonaldTrump @CNN wow, did Trump kick ass with Cuomo! You are the man, Mr. Trump; certainly not the lamb chop, Rubio.""",2015-10-06 14:32:56,android,0,""" angeladale143 : realdonaldtrump cnn wow , trump kick ass cuomo man , mr . trump ; certainly lamb chop , rubio . """,0
651359555528601600,realDonaldTrump,"""@realbigstriper: @ChrisCuomo Pew poll: @realDonaldTrump holds commanding lead @CNNPolitics http://t.co/iw2vk9Wx9L""",2015-10-06 14:33:14,android,0,""" realbigstriper : chriscuomo pew poll : realdonaldtrump holds commanding lead cnnpolitics http : . co iw2vk9wx9l """,0
651359752484691968,realDonaldTrump,"""@Lisa_Steen: seriously Cuomo hates DonaldTrump he was a pathetic interviewer AS USUAL! Please don't go anywhere Mr Trump AMERICA NEEDS YOU""",2015-10-06 14:34:01,android,0,""" lisa_steen : seriously cuomo hates donaldtrump pathetic interviewer usual please ' go anywhere mr trump america needs """,0
651359857136824320,realDonaldTrump,"""@Tea4Freedom: @realDonaldTrump @CNN That was awesome, boss! #trump2016""",2015-10-06 14:34:26,android,0,""" tea4freedom : realdonaldtrump cnn awesome , boss trump2016 """,0
651360060396937216,realDonaldTrump,"""@Nay_2xTimes: Great interview on #NewDay @realDonaldTrump #MakeAmericaGreatAgain""",2015-10-06 14:35:14,android,0,""" nay_2xtimes : great interview newday realdonaldtrump makeamericagreatagain """,0
651360322201210880,realDonaldTrump,"""@AJ_Nix: @realDonaldTrump @CNN Great job Mr Trump,,,Kept em on topic,, Got your message though.""",2015-10-06 14:36:17,android,0,""" aj_nix : realdonaldtrump cnn great job mr trump , , , kept em topic , , got message though . """,0
651360905578577920,realDonaldTrump,"""@WMikeWood: @cnn Trump Shuts down Cuomo. ""I am not getting out."" I am going to win. Cuomo tries sleazy tricks . Epic Fail. Unprofessional.""",2015-10-06 14:38:36,android,0,""" wmikewood : cnn trump shuts cuomo . "" getting . "" going win . cuomo tries sleazy tricks . epic fail . unprofessional . """,0
651361060960759808,realDonaldTrump,"""@CPO_Mark_2010: @realDonaldTrump is fired up on @cnn!!! So are your supporters!! #Trump2016""",2015-10-06 14:39:13,android,0,""" cpo_mark_2010 : realdonaldtrump fired cnn supporters trump2016 """,0
651361170234994688,realDonaldTrump,"""@SteveBrainard1: @realDonaldTrump @CNN great interview Trump!""",2015-10-06 14:39:39,android,0,""" stevebrainard1 : realdonaldtrump cnn great interview trump """,0
651361204460519424,realDonaldTrump,"""@kitkat123frank: @realDonaldTrump @CNN @SpecialKMB1969. You have my vote""",2015-10-06 14:39:47,android,0,""" kitkat123frank : realdonaldtrump cnn specialkmb1969 . vote """,0
651412375250280448,realDonaldTrump,".@WayneNewtonMrLV  Wayne, such a pleasant surprise--so nice. Thank you very much.",2015-10-06 18:03:07,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1,". waynenewtonmrlv wayne , pleasant surprise - - nice . thank much .",1
629992743788523520,realDonaldTrump,"So many ""politically correct"" fools in our country. We have to all get back to work and stop wasting time and energy on nonsense!",2015-08-08 15:29:09,android,0,"many "" politically correct "" fools country . get back work stop wasting time energy nonsense",0
629997060830425088,realDonaldTrump,"Re Megyn Kelly quote: ""you could see there was blood coming out of her eyes, blood coming out of her wherever"" (NOSE). Just got on w/thought",2015-08-08 15:46:18,android,0,"megyn kelly quote : "" could see blood coming eyes , blood coming wherever "" ( nose ) . got w thought",0
630007166129303552,realDonaldTrump,".@redstate I miss you all, and thanks for all of your support. Political correctness is killing our country. ""weakness.""",2015-08-08 16:26:28,iphone,1,". redstate miss , thanks support . political correctness killing country . "" weakness . """,1
630100913861099520,realDonaldTrump,"Wow, CNN just said that Donald Trump won the DEBATE, connected best with audience. Also, Time, Drudge, Newsmax, N.Y.Times and more!",2015-08-08 22:38:59,android,0,"wow , cnn said donald trump debate , connected best audience . also , time , drudge , newsmax , n . . times",0
630116339852673024,realDonaldTrump,"Almost universal support that ""Trump won the debate."" Only @FoxNews is consistantly fighting the Trump win, and I got them the ratings!",2015-08-08 23:40:17,android,0,"almost universal support "" trump debate . "" foxnews consistantly fighting trump win , got ratings",0
630223393774825472,realDonaldTrump,"Small crowds at @RedState today in Atlanta. People were very angry at EWErickson, a major sleaze and buffoon who has saved me time and money",2015-08-09 06:45:40,android,0,"small crowds redstate today atlanta . people angry ewerickson , major sleaze buffoon saved time money",0
825690087857995776,realDonaldTrump,Somebody with aptitude and conviction should buy the FAKE NEWS and failing @nytimes and either run it correctly or let it fold with dignity!,2017-01-29 15:00:32,android,0,somebody aptitude conviction buy fake news failing nytimes either run correctly let fold dignity,0
825692045532618753,realDonaldTrump,"Our country needs strong borders and extreme vetting, NOW. Look what is happening all over Europe and, indeed, the world - a horrible mess!",2017-01-29 15:08:18,android,0,"country needs strong borders extreme vetting , . look happening europe , indeed , world - horrible mess",0
683259029804695552,realDonaldTrump,".@JebBush is a sad case. A total embarrassment to both himself and his family, he just announced he will continue to spend on Trump hit ads!",2016-01-02 14:10:21,android,0,". jebbush sad case . total embarrassment family , announced continue spend trump hit ads",0
683260753810440192,realDonaldTrump,".@JebBush is a low energy ""stiff"" who should focus his special interest money on the many people ahead of him in the polls. Has no chance!",2016-01-02 14:17:12,android,0,". jebbush low energy "" stiff "" focus special interest money many people ahead polls . chance",0
683277309969694720,realDonaldTrump,"Hillary Clinton said that it is O.K. to ban Muslims from Israel by building a WALL, but not O.K. to do so in the U.S. We must be vigilant!",2016-01-02 15:23:00,android,0,"hillary clinton said . k . ban muslims israel building wall , . k . u . . must vigilant",0
683377290282156032,realDonaldTrump,"Hillary Clinton doesn't have the strength or stamina to be president. Jeb Bush is a low energy individual, but Hillary is not much better!",2016-01-02 22:00:17,android,0,"hillary clinton ' strength stamina president . jeb bush low energy individual , hillary much better",0
683378470093746176,realDonaldTrump,I hope Bill Clinton starts talking about women's issues so that voters can see what a hypocrite he is and how Hillary abused those women!,2016-01-02 22:04:58,android,0,hope bill clinton starts talking women ' issues voters see hypocrite hillary abused women,0
683392613869858816,realDonaldTrump,"When I look at all of the money the special interests and lobbyists are giving to candidates, beware - the candidates are mere puppets $$$$!",2016-01-02 23:01:10,android,0,"look money special interests lobbyists giving candidates , beware - candidates mere puppets",0
683394224184758272,realDonaldTrump,"Remember, I am self-funding my campaign, the only one in either party. I'm not controlled by lobbyists or special interests-only the U.S.A.!",2016-01-02 23:07:34,android,0,"remember , self-funding campaign , one either party . ' controlled lobbyists special interests-only u . . .",0
683418056417251328,realDonaldTrump,"Heading to Biloxi, Mississippi. Massive crowds expected. Thank you for your support! #VoteTrump2016 https://t.co/1VMngEMLzT",2016-01-03 00:42:16,iphone,1,"heading biloxi , mississippi . massive crowds expected . thank support votetrump2016 https : . co 1vmngemlzt",1
683443848639455232,realDonaldTrump,Just arrived in Mississippi for the rally. Word is that the crowd is overflowing and massive. Will be an amazing evening!,2016-01-03 02:24:45,android,0,arrived mississippi rally . word crowd overflowing massive . amazing evening,0
668405215654240256,realDonaldTrump,.@GStephanopoulos just announced that I am leading  BIG in the new @ABC Poll which will be shown on This Week at 9:00 A.M. I will be on show,2015-11-22 14:26:36,android,0,. gstephanopoulos announced leading big new abc poll shown week 9 : 00 . . show,0
668406922232659968,realDonaldTrump,Big new @ABC Poll to be announced at 9:00 A.M. on This Week with @GStephanopoulos. I will be interviewed on show!,2015-11-22 14:33:23,android,0,big new abc poll announced 9 : 00 . . week gstephanopoulos . interviewed show,0
668441539643899905,realDonaldTrump,Great poll numbers all over and beating Hillary Clinton one on one. Thank you!,2015-11-22 16:50:56,android,0,great poll numbers beating hillary clinton one one . thank,0
668457318267400193,realDonaldTrump,13 Syrian refugees were caught trying to get into the U.S. through the Southern Border. How many made it?  WE NEED THE WALL!,2015-11-22 17:53:38,android,0,13 syrian refugees caught trying get u . . southern border . many made ? need wall,0
668458837670805504,realDonaldTrump,"We better get tough with RADICAL ISLAMIC TERRORISTS, and get tough now, or the life and safety of our wonderful country will be in jeopardy!",2015-11-22 17:59:40,android,0,"better get tough radical islamic terrorists , get tough , life safety wonderful country jeopardy",0
